,Pclass,Age,Parch,Fare,relatives,sex_female,sex_male,alone_No,alone_Yes,emb_C,emb_Q,emb_S,deck_0,deck_1,deck_2,deck_3,deck_4,deck_5,deck_6,deck_7,deck_8
593,3,18,2,7,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
594,2,37,0,26,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
595,3,36,1,24,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
596,2,40,0,33,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
597,3,49,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
598,3,22,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
599,1,49,0,56,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
600,2,24,1,27,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
601,3,17,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
602,1,25,0,42,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
603,3,44,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
604,1,35,0,26,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
605,3,36,0,15,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
606,3,30,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
607,1,27,0,30,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
608,2,22,2,41,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
609,1,40,0,153,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
610,3,39,5,31,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
611,3,31,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
612,3,39,0,15,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
613,3,33,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
614,3,35,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
615,2,24,2,65,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
616,3,34,1,14,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
617,3,26,0,16,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
618,2,4,1,39,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
619,2,26,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
620,3,27,0,14,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
621,1,42,0,52,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
622,3,20,1,15,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
623,3,21,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
624,3,21,0,16,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
625,1,61,0,32,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
626,2,57,0,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
627,1,21,0,77,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
628,3,26,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
629,3,16,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
630,1,80,0,30,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
631,3,51,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
632,1,32,0,30,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
633,1,24,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
634,3,9,2,27,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
635,2,28,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
636,3,32,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
637,2,31,1,26,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
638,3,41,5,39,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
639,3,24,0,16,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
640,3,20,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
641,1,24,0,69,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
642,3,2,2,27,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
643,3,18,0,56,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
644,3,0,1,19,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
645,1,48,0,76,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
646,3,19,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
647,1,56,0,35,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
648,3,35,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
649,3,23,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
650,3,27,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
651,2,18,1,23,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
652,3,21,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
653,3,32,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
654,3,18,0,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
655,2,24,0,73,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
656,3,19,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
657,3,32,1,15,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
658,2,23,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
659,1,58,2,113,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
660,1,50,0,133,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
661,3,40,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
662,1,47,0,25,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
663,3,36,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
664,3,20,0,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
665,2,32,0,73,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
666,2,25,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
667,3,30,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
668,3,43,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
669,1,24,0,52,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
670,2,40,1,39,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
671,1,31,0,52,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
672,2,70,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
673,2,31,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
674,2,28,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
675,3,18,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
676,3,24,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
677,3,18,0,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
678,3,43,6,46,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
679,1,36,1,512,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
680,3,19,0,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
681,1,27,0,76,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
682,3,20,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
683,3,14,2,46,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
684,2,60,1,39,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
685,2,25,2,41,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
686,3,14,1,39,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
687,3,19,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
688,3,18,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
689,1,15,1,211,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
690,1,31,0,57,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
691,3,4,1,13,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
692,3,28,0,56,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
693,3,25,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
694,1,60,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
695,2,52,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
696,3,44,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
697,3,23,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
698,1,49,1,110,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
699,3,42,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
700,1,18,0,227,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
701,1,35,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
702,3,18,1,14,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
703,3,25,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
704,3,26,0,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
705,2,39,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
706,2,45,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
707,1,42,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
708,1,22,0,151,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
709,3,38,1,15,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
710,1,24,0,49,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
711,1,22,0,26,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
712,1,48,0,52,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
713,3,29,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
714,2,52,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
715,3,19,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
716,1,38,0,227,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
717,2,27,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
718,3,28,0,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
719,3,33,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
720,2,6,1,33,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
721,3,17,0,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
722,2,34,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
723,2,50,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
724,1,27,0,53,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
725,3,20,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
726,2,30,0,21,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
727,3,15,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
728,2,25,0,26,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
729,3,25,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
730,1,29,0,211,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
731,3,11,0,18,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
732,2,37,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
733,2,23,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
734,2,23,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
735,3,28,0,16,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
736,3,48,3,34,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
737,1,35,0,512,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
738,3,32,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
739,3,33,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
740,1,39,0,30,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
741,1,36,0,78,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
742,1,21,2,262,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
743,3,24,0,16,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
744,3,31,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
745,1,70,1,71,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
746,3,16,1,20,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
747,2,30,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
748,1,19,0,53,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
749,3,31,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
750,2,4,1,23,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
751,3,6,1,12,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
752,3,33,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
753,3,23,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
754,2,48,2,65,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
755,2,0,1,14,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
756,3,28,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
757,2,18,0,11,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
758,3,34,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
759,1,33,0,86,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
760,3,25,0,14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
761,3,41,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
762,3,20,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
763,1,36,2,120,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
764,3,16,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
765,1,51,0,77,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
766,1,27,0,39,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
767,3,30,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
768,3,24,0,24,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
769,3,32,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
770,3,24,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
771,3,48,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
772,2,57,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
773,3,19,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
774,2,54,3,23,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
775,3,18,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
776,3,40,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
777,3,5,0,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
778,3,18,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
779,1,43,1,211,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
780,3,13,0,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
781,1,17,0,57,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
782,1,29,0,30,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
783,3,33,2,23,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
784,3,25,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
785,3,25,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
786,3,18,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
787,3,8,1,29,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
788,3,1,2,20,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
789,1,46,0,79,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
790,3,19,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
791,2,16,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
792,3,23,2,69,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
793,1,30,0,30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
794,3,25,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
795,2,39,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
796,1,49,0,25,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
797,3,31,0,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
798,3,30,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
799,3,30,1,24,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
800,2,34,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
801,2,31,1,26,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
802,1,11,2,120,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
803,3,0,1,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
804,3,27,0,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
805,3,31,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
806,1,39,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
807,3,18,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
808,2,39,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
809,1,33,0,53,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
810,3,26,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
811,3,39,0,24,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
812,2,35,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
813,3,6,2,31,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
814,3,30,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
815,1,39,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
816,3,23,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
817,2,31,1,37,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
818,3,43,0,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
819,3,10,2,27,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
820,1,52,1,93,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
821,3,27,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
822,1,38,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
823,3,27,1,12,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
824,3,2,1,39,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
825,3,37,0,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
826,3,28,0,56,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
827,2,1,2,37,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
828,3,36,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
829,1,62,0,80,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
830,3,15,0,14,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
831,2,0,1,18,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
832,3,30,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
833,3,23,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
834,3,18,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
835,1,39,1,83,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
836,3,21,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
837,3,33,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
838,3,32,0,56,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
839,1,24,0,29,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
840,3,20,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
841,2,16,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
842,1,30,0,31,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
843,3,34,0,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
844,3,17,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
845,3,42,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
846,3,29,2,69,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
847,3,35,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
848,2,28,1,33,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
849,1,34,0,89,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
850,3,4,2,31,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
851,3,74,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
852,3,9,1,15,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
853,1,16,1,39,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
854,2,44,0,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
855,3,18,1,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
856,1,45,1,164,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
857,1,51,0,26,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
858,3,24,3,19,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
859,3,35,0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
860,3,41,0,14,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
861,2,21,0,11,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
862,1,48,0,25,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
863,3,21,2,69,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
864,2,24,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
865,2,42,0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
866,2,27,0,13,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
867,1,31,0,50,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
868,3,36,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
869,3,4,1,11,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
870,3,26,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
871,1,47,1,52,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
872,1,33,0,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
873,3,47,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
874,2,28,0,24,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
875,3,15,0,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
876,3,20,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
877,3,19,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
878,3,28,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
879,1,56,1,83,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
880,2,25,1,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
881,3,33,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
882,3,22,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
883,2,28,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
884,3,25,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
885,3,39,5,29,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
886,2,27,0,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
887,1,19,0,30,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
888,3,32,2,23,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
889,1,26,0,30,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
890,3,32,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
